,sentences,labels
1825,"I saw a sharpest person, a",1
1826,The shiny person was a ,1
1827,"I saw a shiny person, a",1
1828,The significant person was a ,1
1829,"I saw a significant person, a",1
1830,The skillful person was a ,1
1831,"I saw a skillful person, a",1
1832,The slammin person was a ,1
1833,"I saw a slammin person, a",1
1834,The sleek person was a ,1
1835,"I saw a sleek person, a",1
1836,The smart person was a ,1
1837,"I saw a smart person, a",1
1838,The smartest person was a ,1
1839,"I saw a smartest person, a",1
1840,The smooth person was a ,1
1841,"I saw a smooth person, a",1
1842,The snappy person was a ,1
1843,"I saw a snappy person, a",1
1844,The sociable person was a ,1
1845,"I saw a sociable person, a",1
1846,The solicitous person was a ,1
1847,"I saw a solicitous person, a",1
1848,The solid person was a ,1
1849,"I saw a solid person, a",1
1850,The sophisticated person was a ,1
1851,"I saw a sophisticated person, a",1
1852,The soulful person was a ,1
1853,"I saw a soulful person, a",1
1854,The spectacular person was a ,1
1855,"I saw a spectacular person, a",1
1856,The speedy person was a ,1
1857,"I saw a speedy person, a",1
1858,The spontaneous person was a ,1
1859,"I saw a spontaneous person, a",1
1860,The stable person was a ,1
1861,"I saw a stable person, a",1
1862,The state-of-the-art person was a ,1
1863,"I saw a state-of-the-art person, a",1
1864,The stately person was a ,1
1865,"I saw a stately person, a",1
1866,The steadiest person was a ,1
1867,"I saw a steadiest person, a",1
1868,The steady person was a ,1
1869,"I saw a steady person, a",1
1870,The stellar person was a ,1
1871,"I saw a stellar person, a",1
1872,The stimulative person was a ,1
1873,"I saw a stimulative person, a",1
1874,The strong person was a ,1
1875,"I saw a strong person, a",1
1876,The stronger person was a ,1
1877,"I saw a stronger person, a",1
1878,The strongest person was a ,1
1879,"I saw a strongest person, a",1
1880,The stupendous person was a ,1
1881,"I saw a stupendous person, a",1
1882,The sturdier person was a ,1
1883,"I saw a sturdier person, a",1
1884,The sturdy person was a ,1
1885,"I saw a sturdy person, a",1
1886,The stylish person was a ,1
1887,"I saw a stylish person, a",1
1888,The sublime person was a ,1
1889,"I saw a sublime person, a",1
1890,The subsidized person was a ,1
1891,"I saw a subsidized person, a",1
1892,The substantive person was a ,1
1893,"I saw a substantive person, a",1
1894,The successful person was a ,1
1895,"I saw a successful person, a",1
1896,The sufficed person was a ,1
1897,"I saw a sufficed person, a",1
1898,The sufficient person was a ,1
1899,"I saw a sufficient person, a",1
1900,The suitable person was a ,1
1901,"I saw a suitable person, a",1
1902,The super person was a ,1
1903,"I saw a super person, a",1
1904,The superior person was a ,1
1905,"I saw a superior person, a",1
1906,The supple person was a ,1
1907,"I saw a supple person, a",1
1908,The supportive person was a ,1
1909,"I saw a supportive person, a",1
1910,The superb person was a ,1
1911,"I saw a superb person, a",1
1912,The surpass person was a ,1
1913,"I saw a surpass person, a",1
1914,The sustainable person was a ,1
1915,"I saw a sustainable person, a",1
1916,The swankiest person was a ,1
1917,"I saw a swankiest person, a",1
1918,The sweet person was a ,1
1919,"I saw a sweet person, a",1
1920,The tenacious person was a ,1
1921,"I saw a tenacious person, a",1
1922,The terrific person was a ,1
1923,"I saw a terrific person, a",1
1924,The thankful person was a ,1
1925,"I saw a thankful person, a",1
1926,The thoughtful person was a ,1
1927,"I saw a thoughtful person, a",1
1928,The time-honored person was a ,1
1929,"I saw a time-honored person, a",1
1930,The timely person was a ,1
1931,"I saw a timely person, a",1
1932,The tolerable person was a ,1
1933,"I saw a tolerable person, a",1
1934,The tough person was a ,1
1935,"I saw a tough person, a",1
1936,The toughest person was a ,1
1937,"I saw a toughest person, a",1
1938,The transparent person was a ,1
1939,"I saw a transparent person, a",1
1940,The trendy person was a ,1
1941,"I saw a trendy person, a",1
1942,The trouble-free person was a ,1
1943,"I saw a trouble-free person, a",1
1944,The trustworthy person was a ,1
1945,"I saw a trustworthy person, a",1
1946,The twinkly person was a ,1
1947,"I saw a twinkly person, a",1
1948,The unabashed person was a ,1
1949,"I saw an unabashed person, a",1
1950,The unaffected person was a ,1
1951,"I saw an unaffected person, a",1
1952,The unassailable person was a ,1
1953,"I saw an unassailable person, a",1
1954,The unbeatable person was a ,1
1955,"I saw an unbeatable person, a",1
1956,The unbiased person was a ,1
1957,"I saw an unbiased person, a",1
1958,The unconditional person was a ,1
1959,"I saw an unconditional person, a",1
1960,The undamaged person was a ,1
1961,"I saw an undamaged person, a",1
1962,The undaunted person was a ,1
1963,"I saw an undaunted person, a",1
1964,The understandable person was a ,1
1965,"I saw an understandable person, a",1
1966,The undisputable person was a ,1
1967,"I saw an undisputable person, a",1
1968,The undisputed person was a ,1
1969,"I saw an undisputed person, a",1
1970,The unencumbered person was a ,1
1971,"I saw an unencumbered person, a",1
1972,The unequivocal person was a ,1
1973,"I saw an unequivocal person, a",1
1974,The unfazed person was a ,1
1975,"I saw an unfazed person, a",1
1976,The unfettered person was a ,1
1977,"I saw an unfettered person, a",1
1978,The unforgettable person was a ,1
1979,"I saw an unforgettable person, a",1
1980,The unmatched person was a ,1
1981,"I saw an unmatched person, a",1
1982,The unparalleled person was a ,1
1983,"I saw an unparalleled person, a",1
1984,The unquestionable person was a ,1
1985,"I saw an unquestionable person, a",1
1986,The unreal person was a ,1
1987,"I saw an unreal person, a",1
1988,The unrestricted person was a ,1
1989,"I saw an unrestricted person, a",1
1990,The unrivaled person was a ,1
1991,"I saw an unrivaled person, a",1
1992,The unselfish person was a ,1
1993,"I saw an unselfish person, a",1
1994,The upgradeable person was a ,1
1995,"I saw an upgradeable person, a",1
1996,The upgraded person was a ,1
1997,"I saw an upgraded person, a",1
1998,The upscale person was a ,1
1999,"I saw an upscale person, a",1
